dataset,imageID,ROInum,minJ,maxSCDr,maxPCF,Density,ROI_areaInclude,ROI_areaExclude,ROI_tumourArea,ROI_stromaArea,ROI_areaNecrosis,ROI_propExclude,ROI_propNecrosis,ROI_propAnnotatedOut
RITA_PCA,55954,8,0.033249903,0.212356178,1.516922094,389.7777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55954,9,0.053484596,0.190595298,1.341011833,424,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55955,10,0.244527159,0.104302151,1.193810421,428.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55955,11,0.279984109,0.111805903,1.216592535,443.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55955,12,0.133773041,0.087793897,1.153795217,554.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55955,13,0.079386389,0.088544272,1.178212448,494.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55955,14,0.364902894,0.082541271,1.163746015,511.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55955,15,1,0.070535268,1.104586262,538.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55955,16,0.180408898,0.134317159,1.23664552,438.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55955,17,0.384900916,0.104302151,1.292781669,416.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55955,18,0.010236286,0.3991996,1.287700391,404,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55955,19,0.069038954,0.183091546,1.137949444,464.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55955,1,0.029082902,0.255877939,1.244929553,495.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55955,2,0.139470531,0.115557779,1.309729884,403.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55955,3,0.046024935,0.169584792,1.210573295,495.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55955,4,0.030005635,0.131315658,1.206980892,568.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55955,5,0.776029604,0.07953977,1.2202465,520.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55955,6,0.137572013,0.094547274,1.162598687,574.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55955,7,0.06619262,0.09829915,1.215029918,495.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55955,8,0.772681218,0.070535268,1.12329585,497.3333333,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55955,9,0.082729278,0.133566783,1.346503834,390.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55956,10,0.218828134,0.146323162,1.615299554,197.7777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55956,1,0.075575936,0.165832916,1.207418076,335.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55956,2,0.051079661,0.183091546,1.357188053,348.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55956,3,0.165722959,0.187593797,1.320247781,283.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55956,4,0.160279497,0.106553277,1.280995031,334.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55956,5,0.096543751,0.153076538,1.436912256,366.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55956,6,0.055784005,0.135817909,1.32994057,402.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55956,7,0.033117835,0.234117059,1.619599621,245.7777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55956,8,0.027031347,0.166583292,1.747922098,220,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55956,9,0.14294378,0.12156078,1.3543979,331.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55957,10,0.318398718,0.112556278,1.433126661,324,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55957,11,0.123476412,0.112556278,1.406021163,416,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55957,12,0.608308269,0.072786393,1.257208269,502.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55957,13,0.072988639,0.125312656,1.415000155,344.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55957,14,0.336471799,0.105052526,1.41187834,339.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55957,1,0.049364608,0.097548774,1.314863692,547.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55957,2,0.075557924,0.099049525,1.262746787,501.3333333,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55957,3,0.316750452,0.093046523,1.300252055,500.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55957,4,0.185156308,0.117808904,1.261094623,426.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55957,5,0.07565564,0.144822411,1.407819099,357.3333333,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55957,6,0.10000051,0.167333667,1.277714363,515.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55957,7,0.17504455,0.12006003,1.306493198,604.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55957,8,0.05995811,0.177838919,1.278100819,493.7777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55957,9,0.566509131,0.148574287,1.546819247,256.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55958,10,0.052556746,0.154577289,1.699407943,259.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55958,11,0.251024863,0.144072036,1.495331656,328.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55958,12,0.232696448,0.232616308,1.665945273,139.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55958,1,0.43555549,0.109554777,1.470892012,256,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55958,2,0.134167077,0.104302151,1.199976105,382.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55958,3,0.418872133,0.102051026,1.340586499,341.3333333,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55958,4,0.561078777,0.094547274,1.188331926,440.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55958,5,0.069801351,0.133566783,1.268670533,346.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55958,6,0.065408832,0.151575788,1.475759817,320,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55958,7,0.090412077,0.145572786,1.622553512,300.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55958,8,0.077335267,0.155327664,1.383041949,391.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55958,9,0.254231293,0.232616308,1.678635614,181.3333333,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55959,10,0.17536616,0.093796898,1.336298395,416,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55959,11,0.013614953,0.274637319,1.370445817,342.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55959,1,0.058242953,0.09829915,1.453196651,432.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55959,2,0.07696696,0.129064532,1.448492973,432.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55959,3,0.049027657,0.153826913,1.379886286,347.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55959,4,0.177981295,0.131315658,1.401698838,387.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55959,5,0.076497887,0.109554777,1.510940368,359.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55959,6,0.098656065,0.115557779,1.594660164,362.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55959,7,0.317919118,0.105802901,1.430137605,350.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55959,8,0.19868485,0.096798399,1.54951093,320.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55959,9,0.051861108,0.230365183,1.218015631,549.3333333,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55960,1,0.181547563,0.097548774,1.24334488,554.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55960,2,0.771093925,0.07953977,1.17911119,652,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55960,3,0.510885196,0.063031516,1.11238212,710.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55960,4,0.864752906,0.078789395,1.168171452,490.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55960,5,0.62582077,0.073536768,1.299849352,512.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55960,6,0.209161957,0.080290145,1.187527162,497.3333333,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55960,7,0.345297322,0.088544272,1.200425058,620,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55960,8,0.055872048,0.190595298,1.21488619,599.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55961,1,0.264828402,0.132066033,1.561607781,241.7777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55961,2,0.12563524,0.135817909,1.757159752,250.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55961,3,0.390554984,0.127563782,1.477161802,250.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55961,4,0.04136506,0.155327664,1.581995381,252.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55961,5,0.206357196,0.096798399,1.279270182,330.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55961,6,0.046599684,0.12006003,1.621629139,322.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55961,7,0.034019547,0.132816408,1.594787111,294.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55961,8,0.025952353,0.14182091,1.393265867,357.3333333,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55962,10,0.021498251,0.239369685,1.380056219,343.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55962,11,0.302929357,0.095297649,1.463405732,308,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55962,1,0.11749192,0.172586293,1.643743219,289.7777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55962,2,0.097635699,0.144072036,1.503345078,260,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55962,3,0.276858952,0.13881941,1.615658896,240.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55962,4,0.183245754,0.120810405,1.363489717,237.7777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55962,5,0.056508755,0.194347174,1.608622361,248,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55962,6,0.083071746,0.144822411,1.634994988,250.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55962,7,0.260403166,0.136568284,1.543594872,203.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55962,8,0.086026147,0.124562281,1.555537466,223.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55962,9,0.534078049,0.110305153,1.529334754,216,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55963,10,0.074244553,0.26038019,1.715627731,209.3333333,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55963,11,0.069661817,0.23861931,1.795821207,217.7777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55963,12,0.213723262,0.193596798,2.237010708,123.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55963,13,0.024472374,0.356428214,1.871148324,160.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55963,14,0.266909218,0.157578789,1.912787894,203.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55963,15,0.085328426,0.327163582,3.134060064,77.33333333,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55963,16,0.222451338,0.147073537,1.83907785,214.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55963,17,0.179783633,0.190595298,2.038188727,98.66666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55963,1,0.246136057,0.14182091,1.797161918,163.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55963,2,0.176609015,0.157578789,2.017741993,154.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55963,3,0.365987915,0.186093047,2.234319075,115.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55963,4,0.339368957,0.177838919,1.918182754,144.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55963,5,0.048648039,0.150075038,1.372182976,283.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55963,6,0.51764384,0.125312656,1.373036467,288,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55963,7,0.314430304,0.136568284,2.11301958,138.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55963,8,0.173106692,0.105052526,1.328993977,372,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55963,9,0.21365269,0.115557779,1.476136994,285.7777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55964,1,0.176232635,0.135817909,1.342003196,408.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55964,2,0.060582588,0.143321661,1.380977317,318.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55964,3,0.545517191,0.092296148,1.309385949,346.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55964,4,0.280706787,0.095297649,1.338570383,353.7777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55964,5,0.068492099,0.243871936,1.32980228,392.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55964,6,0.078921046,0.190595298,1.207304985,417.7777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55964,7,0.053936576,0.210855428,1.208644377,470.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55964,8,0.128778878,0.126063032,1.211644855,402.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55964,9,0.178024422,0.107303652,1.368481146,348.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55965,1,0.210494654,0.114057029,1.337922883,365.3333333,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55965,2,0.14157713,0.119309655,1.298545708,392.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55965,3,0.309735339,0.104302151,1.289510933,394.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55965,4,0.288834867,0.090795398,1.250373983,394.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55965,5,0.095785187,0.100550275,1.32900514,446.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55965,6,0.219175731,0.096798399,1.263138981,471.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55965,7,0.577371129,0.093796898,1.181726356,416.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55965,8,0.150686221,0.105052526,1.253170123,443.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55966,10,0.134801065,0.103551776,1.393538753,302.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55966,11,0.097271416,0.137318659,1.497475928,345.7777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55966,12,0.042305768,0.143321661,1.463009141,353.3333333,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55966,13,0.164317281,0.123811906,1.385522668,416.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55966,14,0.013778363,0.394697349,1.541557208,306.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55966,1,0.02614704,0.312156078,1.24886989,409.7777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55966,2,0.033028724,0.252126063,1.414973503,354.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55966,3,0.09818187,0.203351676,1.593608169,293.7777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55966,4,0.054754333,0.309904952,2.48386066,180,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55966,5,0.079050741,0.153826913,1.781643054,279.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55966,6,0.175534729,0.134317159,1.438612912,403.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55966,7,0.093343376,0.144072036,1.302248843,424,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55966,8,0.16573032,0.137318659,1.386680105,360.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55966,9,0.062598559,0.191345673,2.143790283,199.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55967,10,0.041113641,0.251375688,1.519326007,208.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55967,1,0.079682389,0.33991996,1.707243636,138.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55967,2,0.224573402,0.147073537,1.910194662,161.3333333,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55967,3,0.188301438,0.243871936,1.577218693,207.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55967,4,0.225524523,0.171085543,2.315397885,126.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55967,5,0.123101042,0.153076538,1.656290291,183.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55967,6,0.059159443,0.327913957,3.165096038,124.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55967,7,0.175234974,0.279889945,1.905850825,157.3333333,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55967,8,0.208695457,0.142571286,1.607191514,161.3333333,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55967,9,0.337130358,0.136568284,1.603735438,219.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55968,10,0.013454894,0.291145573,1.352578781,308.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55968,1,0.024364298,0.372936468,1.590547469,310.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55968,2,0.148910953,0.129814907,1.20889868,460,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55968,3,0.026490719,0.193596798,1.434627403,366.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55968,4,0.153081485,0.096048024,1.286423269,460.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55968,5,0.341201052,0.096798399,1.102290223,740,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55968,6,0.088855359,0.162081041,1.171986556,532.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55968,7,0.04059113,0.233366683,1.27094552,481.3333333,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55968,8,0.034346184,0.208604302,1.253111288,501.3333333,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55968,9,0.079406262,0.168084042,1.281122135,390.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55969,10,0.036620726,0.282891446,2.785373306,100.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55969,1,0.059641428,0.25887944,1.982223771,215.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55969,2,0.132627468,0.236368184,2.365862766,108.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55969,3,0.087384988,0.193596798,1.890761012,160.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55969,4,0.183359349,0.149324662,1.376616661,351.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55969,5,0.181164331,0.309904952,5.451422495,63.11111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55969,6,0.069417927,0.26188094,1.658358468,205.3333333,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55969,7,0.215770431,0.138069035,1.702150515,318.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55969,8,0.099600345,0.122311156,1.305050552,448.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55969,9,0.041359762,0.19809905,1.2794769,401.3333333,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55970,10,0.144011005,0.129814907,1.489107731,356,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55970,11,0.559492407,0.102801401,1.308345168,372.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55970,12,0.413293351,0.100550275,1.365038711,360.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55970,13,0.117763486,0.123061531,1.3267886,395.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55970,14,0.009418194,0.327163582,1.313857582,437.3333333,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55970,15,0.077623185,0.270885443,1.303857575,310.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55970,16,0.084774507,0.147073537,1.236117869,375.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55970,1,0.128597014,0.126063032,1.422992038,281.7777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55970,2,0.098427198,0.096048024,1.213623794,394.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55970,3,0.016829481,0.151575788,1.273415778,473.3333333,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55970,4,0.086504624,0.231865933,1.312465495,275.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55970,5,0.127175562,0.151575788,1.296712089,350.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55970,6,0.187911604,0.100550275,1.17826424,456.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55970,7,0.019490608,0.246123062,1.37417116,390.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55970,8,0.037135481,0.183091546,1.222501128,412.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55970,9,0.129173182,0.082541271,1.188553558,421.7777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55971,10,0.240156797,0.133566783,1.494464838,286.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55971,11,0.087549334,0.195097549,1.364242359,263.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55971,12,0.143774281,0.142571286,1.446423232,305.3333333,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55971,1,0.119834937,0.130565283,1.507273804,280,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55971,2,0.145423939,0.15907954,2.224525193,164.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55971,3,0.080269396,0.12006003,1.395251755,389.7777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55971,4,0.077550866,0.203351676,1.937955084,227.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55971,5,0.078159303,0.337668834,1.897574724,239.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55971,6,0.067532491,0.195847924,1.6180618,310.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55971,7,0.061343422,0.14032016,1.49331262,219.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55971,8,0.061138541,0.180090045,1.587235216,208,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55971,9,0.054517985,0.334667334,1.969986652,177.3333333,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55972,10,0.062461387,0.133566783,1.45420082,330.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55972,1,0.231602496,0.114807404,1.304483525,380,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55972,2,0.385586042,0.141070535,1.806212214,223.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55972,3,0.280337137,0.093796898,1.324931944,324.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55972,4,0.273968697,0.123061531,1.262418386,374.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55972,5,0.310301004,0.159829915,1.691066795,214.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55972,6,0.387310746,0.148574287,1.697096433,256,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55972,7,0.1002639,0.155327664,1.858986039,172,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55972,8,0.087616067,0.150075038,1.402860019,324,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55972,9,0.091438688,0.075037519,1.16381127,515.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55973,10,0.082737741,0.122311156,1.218540733,613.7777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55973,11,0.074609303,0.089294647,1.189913152,550.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55973,12,0.020718796,0.271635818,1.464458667,508.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55973,13,0.162381907,0.152326163,1.535677393,325.7777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55973,1,0.120090047,0.093796898,1.504093892,402.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55973,2,0.220166455,0.087793897,1.192267736,494.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55973,3,0.179532331,0.100550275,1.338057752,402.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55973,4,0.236376324,0.108804402,1.196615404,436.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55973,5,0.313041108,0.093796898,1.289527539,396.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55973,6,0.400297937,0.096048024,1.26289527,428,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55973,7,0.058065056,0.141070535,1.445506456,439.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55973,8,0.146028815,0.151575788,1.273173127,379.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55973,9,0.127872755,0.154577289,1.34470766,347.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55974,10,0.027295416,0.232616308,1.475467442,436.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55974,11,0.011976547,0.402951476,1.26357292,459.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55974,12,0.036783706,0.165082541,1.272718028,428,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55974,13,0.177592714,0.085542771,1.154690586,441.7777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,55974,14,0.013269611,0.422461231,1.285088669,452,nan,nan,nan,nan,nan,nan,nan,nan
