dataset,imageID,ROInum,minJ,maxSCDr,maxPCF,Density,ROI_areaInclude,ROI_areaExclude,ROI_tumourArea,ROI_stromaArea,ROI_areaNecrosis,ROI_propExclude,ROI_propNecrosis,ROI_propAnnotatedOut
RITA_BC,61954,12,0.232242291,0.114432216,1.411088912,314.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61954,13,0.673221802,0.08891946,1.33732531,266.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61954,14,0.665577751,0.090795398,1.295237868,286.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61954,15,0.942533162,0.095672836,1.374189103,240,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61954,16,0.928666791,0.076163082,1.340585591,284.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61954,17,0.312079371,0.079914957,1.126548619,392.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61954,18,0.669227151,0.089294647,1.21164903,401.7777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61954,19,0.372325233,0.084792396,1.203340726,444.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61954,1,0.138086599,0.07803902,1.280954145,680.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61954,20,0.310720469,0.189094547,4.279976881,80,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61954,21,0.446454731,0.141070535,1.720308982,250.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61954,22,0.412815338,0.144822411,1.461794131,170.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61954,23,0.527695174,0.097548774,1.305959757,167.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61954,24,0.293840387,0.120435218,1.582082719,316.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61954,25,0.837344128,0.073911956,1.278149738,188.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61954,26,0.263929686,0.107678839,1.257160716,307.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61954,27,0.240420597,0.070535268,1.297548051,558.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61954,28,0.272593463,0.103926963,1.27230621,346.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61954,2,0.10889227,0.161330665,1.711941992,336,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61954,3,0.42967727,0.073536768,1.480957372,376.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61954,4,0.545941262,0.075412706,1.707474462,385.7777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61954,5,0.352847432,0.102426213,1.323759643,467.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61954,6,0.345028568,0.093421711,2.141816435,263.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61954,7,0.571404762,0.074662331,1.383036425,464,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61954,8,0.197512255,0.105052526,1.332205188,424.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61954,9,0.362412572,0.09042021,1.606817073,401.7777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61955,10,0.240221405,0.133941971,1.506658327,158.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61955,11,0.06036334,0.238994497,1.644492158,460.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61955,12,0.638066713,0.131690845,1.686315897,161.7777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61955,13,0.240816585,0.309529765,3.490624105,119.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61955,14,0.115794006,0.22923962,1.890219199,327.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61955,15,0.09370394,0.131315658,1.617391543,412.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61955,16,0.388450745,0.10130065,1.322009484,314.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61955,17,0.225076732,0.114057029,1.662776777,453.3333333,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61955,18,0.732221963,0.120435218,1.497729119,160,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61955,19,0.204748798,0.103551776,1.73021218,174.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61955,1,0.048152832,0.215732866,1.971665498,314.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61955,20,0.33955914,0.094172086,1.702817473,316.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61955,21,0.429290308,0.137693847,2.925794587,156.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61955,22,0.853906114,0.129064532,1.72222341,80,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61955,23,0.1915434,0.147073537,2.487446727,232.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61955,2,0.167117134,0.13094047,1.859849136,288,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61955,3,0.219697365,0.253251626,2.033531107,147.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61955,4,0.188908183,0.150825413,2.117137797,263.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61955,5,0.16089018,0.132441221,1.86856338,380.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61955,6,0.248822442,0.11855928,2.16158597,264.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61955,7,0.320869121,0.108804402,1.416961101,570.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61955,8,0.173167387,0.111805903,1.584526592,542.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61955,9,0.386436686,0.100550275,1.322223814,590.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61956,10,0.216894346,0.083666833,1.389034795,595.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61956,11,0.116428563,0.102801401,1.574179427,504.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61956,12,0.171539864,0.075412706,1.407205333,346.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61956,13,0.444404649,0.083666833,1.574390506,416,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61956,14,0.13132215,0.13094047,1.47180765,449.7777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61956,1,0.154503633,0.11068034,1.382201658,611.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61956,2,0.297013192,0.078789395,1.474524176,586.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61956,3,0.070806345,0.116308154,1.616629268,430.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61956,4,0.512203537,0.077288644,1.487669513,416,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61956,5,0.294229878,0.13094047,1.627091668,376.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61956,6,0.12827648,0.147073537,1.606835925,481.7777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61956,7,0.239529244,0.072786393,1.387754087,672,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61956,8,0.531900842,0.075412706,1.215854116,421.3333333,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61956,9,0.17618386,0.100550275,1.785188755,387.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61957,10,0.627763022,0.145947974,3.469663548,58.66666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61957,11,0.27188222,0.184967484,1.927465634,117.3333333,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61957,12,0.596452518,0.191345673,2.999647965,101.3333333,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61957,13,0.242180848,0.151950975,1.886207467,263.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61957,14,0.330306093,0.145197599,1.687932522,147.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61957,15,0.086307895,0.196973487,1.371955112,152.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61957,16,0.266012229,0.154577289,2.220726993,168.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61957,17,0.155821636,0.122311156,1.371895164,286.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61957,18,0.186628123,0.107678839,1.342730468,211.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61957,19,0.907235511,0.119684842,1.374172237,181.3333333,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61957,1,0.112130932,0.175962981,1.693848759,232.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61957,20,0.38962748,0.124562281,1.251124199,320,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61957,21,0.834130349,0.087043522,1.297997349,229.3333333,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61957,22,0.636381508,0.084042021,1.713383206,268.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61957,23,0.427802856,0.108429215,2.112687787,163.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61957,24,0.227083129,0.115182591,1.593586261,119.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61957,25,0.32116113,0.091545773,1.491403932,472.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61957,26,0.310395038,0.120810405,1.738036955,128,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61957,27,0.124681581,0.115557779,1.66629237,348.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61957,28,0.242169068,0.125687844,1.717391713,200.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61957,29,0.196540137,0.19172086,1.487146286,231.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61957,2,0.427078307,0.13094047,1.360936902,186.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61957,30,0.399165416,0.114057029,2.264224459,286.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61957,31,0.637022396,0.113681841,1.369415744,206.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61957,32,0.388726287,0.137693847,1.470206055,455.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61957,33,0.266382546,0.148574287,1.624485506,236.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61957,34,0.2055736,0.131315658,1.842824883,218.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61957,35,0.323022528,0.153076538,2.034516366,181.3333333,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61957,36,0.323604792,0.144822411,2.139318644,241.7777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61957,37,0.435467691,0.162456228,2.189285659,90.66666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61957,38,0.285807783,0.082166083,1.541332867,311.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61957,39,0.855552095,0.090795398,1.433146465,161.7777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61957,3,0.453116702,0.093796898,1.308206492,225.7777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61957,4,0.483862153,0.133941971,2.36981974,133.3333333,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61957,5,0.275019791,0.125687844,2.165658394,147.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61957,6,0.771749799,0.117433717,1.435244492,179.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61957,7,0.093381357,0.1512006,1.369446117,181.3333333,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61957,8,0.581566217,0.144447224,2.429857616,69.33333333,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61957,9,0.405615453,0.121185593,2.21664891,192,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61958,10,0.255387102,0.129814907,1.712531067,437.3333333,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61958,11,0.155317509,0.066783392,1.189106582,928,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61958,12,0.078341601,0.099424712,1.100508783,880,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61958,13,0.133840106,0.108054027,1.307549811,819.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61958,14,0.884194677,0.054402201,1.193245102,798.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61958,15,0.671943885,0.043521761,1.162595084,1004.444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61958,16,1,0.034517259,1.114722944,1072,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61958,17,0.389942724,0.051025513,1.195477149,904.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61958,18,0.188196678,0.045772886,1.166502008,1020.444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61958,19,0.716503796,0.047648824,1.110688816,887.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61958,1,1,0.034892446,1.101125539,1034.666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61958,20,0.410891563,0.046898449,1.163906,983.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61958,21,0.124262018,0.087043522,1.203749465,776.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61958,22,0.116917777,0.061905953,1.163905942,913.7777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61958,23,0.777712551,0.049149575,1.167617842,926.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61958,24,0.209058182,0.092296148,1.150447542,961.7777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61958,25,0.394266799,0.094922461,1.244561246,723.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61958,26,0.207446164,0.066783392,1.219306428,896,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61958,27,0.718051032,0.072036018,1.194872616,704,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61958,28,0.324939688,0.045022511,1.150300337,944,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61958,29,0.416188629,0.061155578,1.251246695,752,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61958,2,1,0.036393197,1.089042218,1043.555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61958,30,0.081370885,0.108429215,2.209253379,346.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61958,3,0.099369473,0.083666833,1.263190836,636.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61958,4,0.459265773,0.046898449,1.13912819,967.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61958,5,0.314548031,0.046523262,1.148846663,954.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61958,6,0.163289847,0.067533767,1.281686388,894.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61958,7,0.10348445,0.204852426,2.18571646,343.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61958,8,0.132078492,0.161705853,2.269749065,170.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61958,9,0.250966294,0.10917959,1.637947392,268.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61959,10,0.442037661,0.063781891,1.312524419,456.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61959,11,0.737961707,0.043896948,1.12043151,972.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61959,12,1,0.056278139,1.091024692,775.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61959,13,0.816798081,0.041270635,1.14229695,968.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61959,14,0.23708401,0.050650325,1.104349219,1024,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61959,15,0.978972247,0.040145073,1.197664559,1038.222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61959,16,1,0.032266133,1.076794783,1086.222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61959,17,0.25481676,0.099049525,1.329767112,216.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61959,18,1,0.087043522,1.368364946,240,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61959,19,0.24948857,0.150450225,1.55680774,252.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61959,1,0.625225076,0.039769885,1.119085157,1036.444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61959,20,0.330238414,0.118184092,1.335620213,419.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61959,21,0.491222595,0.092296148,1.476202855,323.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61959,22,0.613598879,0.09829915,1.748811795,213.3333333,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61959,23,0.983874581,0.0514007,1.143786327,919.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61959,24,1,0.042396198,1.091691654,1089.777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61959,25,0.229698308,0.081415708,1.690770197,373.3333333,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61959,26,0.793513408,0.07166083,1.472807357,449.7777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61959,27,0.159525419,0.142571286,1.963156677,128,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61959,28,0.415109216,0.099049525,1.428153861,272,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61959,29,0.797744471,0.102801401,1.388721679,154.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61959,2,0.177308039,0.056653327,1.149176432,928,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61959,30,0.2397956,0.088169085,1.448812011,400,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61959,31,0.436139262,0.092296148,1.606007989,456.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61959,32,0.377351328,0.11855928,1.913813838,243.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61959,33,0.46547041,0.093796898,1.618983387,250.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61959,34,0.224221571,0.128314157,1.427620991,284.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61959,3,0.174340363,0.078789395,1.243864622,561.7777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61959,4,0.142339438,0.063406703,1.172515901,915.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61959,5,0.166003751,0.074287144,1.14213345,1029.333333,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61959,6,1,0.051775888,1.115715924,789.3333333,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61959,7,0.381633644,0.08891946,1.335276566,453.3333333,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61959,8,0.33500785,0.063031516,1.145146866,638.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61959,9,1,0.055152576,1.201071583,677.3333333,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61960,10,0.196167985,0.101675838,1.612736245,497.7777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61960,11,0.420827813,0.061530765,1.289575488,787.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61960,12,0.586785892,0.102801401,1.7486365,232.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61960,13,0.250720357,0.123436718,1.908207345,357.3333333,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61960,14,0.243522002,0.101675838,1.353560375,643.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61960,15,0.262325566,0.090045023,1.781178139,433.7777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61960,16,0.209590988,0.064532266,1.421710609,650.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61960,17,0.293390733,0.084042021,1.444863507,668.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61960,18,0.100882346,0.192471236,1.729436015,517.3333333,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61960,19,0.123311376,0.160205103,1.726747473,177.7777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61960,1,0.05548774,0.102426213,1.610844805,714.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61960,20,0.396260678,0.14032016,1.666145934,257.7777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61960,21,0.157812764,0.187593797,2.436619282,160,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61960,22,0.27583462,0.119309655,1.647949619,615.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61960,23,0.328608055,0.177088544,2.364107902,106.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61960,24,0.407503687,0.098674337,1.31710733,199.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61960,25,0.239218689,0.126813407,2.371895336,241.7777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61960,26,0.473938252,0.114807404,1.870860695,337.7777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61960,27,0.203281361,0.097923962,2.568789581,332.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61960,28,0.290807518,0.08891946,1.586495431,423.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61960,29,0.236274084,0.147073537,1.756476809,432,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61960,2,0.139976023,0.185717859,1.93279845,208,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61960,3,0.265904188,0.077663832,1.344263096,727.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61960,4,0.183153942,0.095297649,1.273207368,755.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61960,5,0.047146801,0.117433717,1.588088071,567.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61960,6,0.400280181,0.072786393,1.350918375,691.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61960,7,0.518512647,0.062281141,1.411576186,593.7777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61960,8,0.183624183,0.078414207,1.545365857,620.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61960,9,0.256593234,0.11855928,1.714081122,312.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61961,10,0.107802144,0.09042021,1.331525799,771.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61961,11,0.44511905,0.065657829,1.123454586,737.7777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61961,12,0.082988772,0.088169085,1.301943019,787.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61961,13,0.118299758,0.09829915,1.35096734,762.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61961,14,0.2193003,0.073161581,1.277902735,872.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61961,15,0.112761668,0.064532266,1.20977723,878.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61961,16,0.20200169,0.093421711,1.382453044,855.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61961,17,0.079849802,0.093796898,1.330682369,780.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61961,18,0.599328708,0.060030015,1.138933218,860.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61961,19,0.155200488,0.139194597,2.133704331,373.3333333,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61961,1,0.141355261,0.088544272,1.34370341,760.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61961,20,0.086802875,0.104302151,1.224590091,981.3333333,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61961,21,0.221501901,0.0514007,1.129672596,956.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61961,22,0.140987155,0.097923962,1.375655254,490.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61961,23,0.164897226,0.119684842,1.476216725,595.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61961,24,0.0495264,0.081415708,1.462985441,743.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61961,25,0.229457838,0.102801401,1.47487689,599.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61961,26,0.444821918,0.079914957,1.276319858,561.7777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61961,27,0.184810829,0.113306653,1.983157732,248.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61961,28,0.339455668,0.076913457,1.28613428,552.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61961,29,0.041065924,0.162456228,1.513224569,556.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61961,2,1,0.034142071,1.121181217,1134.222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61961,30,0.260263913,0.108054027,1.288027521,821.3333333,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61961,31,0.306607832,0.054402201,1.198498829,1004.444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61961,32,0.080480222,0.101675838,1.458025656,568.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61961,33,0.353285434,0.085542771,1.18318917,984.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61961,34,0.066171325,0.124187094,1.911236094,442.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61961,35,0.259849332,0.078414207,1.227044202,794.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61961,36,0.083209265,0.087418709,1.432613259,725.3333333,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61961,37,0.152575878,0.123436718,1.769867924,540.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61961,38,0.035895057,0.107678839,1.445924696,848,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61961,39,0.047580525,0.067908954,1.251191756,942.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61961,3,0.291002107,0.07803902,1.430508348,650.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61961,40,0.619010215,0.047273637,1.117788441,1102.222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61961,41,0.637703378,0.047648824,1.117652737,1027.555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61961,42,0.032984778,0.126813407,1.504529553,748.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61961,43,1,0.028514257,1.142810457,1132.444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61961,4,0.128913366,0.119309655,1.443175295,634.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_BC,61961,5,0.57483702,0.049524762,1.141631949,949.3333333,nan,nan,nan,nan,nan,nan,nan,nan
