3.6288,313.73
3.0584,362.23
2.4603,434.45
8.1866,483.53
8.6024,775.99
10.543,460.36
9.8894,545.13
15.85,317.06
15.477,972.15
16.384,332.55
28.642,365.31
18.958,422.28
26.342,349.99
20.364,688.06
32.396,291.03
24.221,935.88
28.926,901.3
32.447,150.47
35.885,329.99
33.483,388.49
35.004,94.525
34.746,113.72
33.08,409.83
41.372,454.46
39.968,986.1
39.166,60.864
39.965,539.7
42.543,471.27
39.436,712.57
47.006,673.37
48.279,321.27
48.52,373.49
48.702,551.69
49.034,642.83
49.034,908.88
54.873,94.03
54.304,345.4
54.591,51.968
59.135,22.973
55.431,397.23
64.711,294.45
65.484,386.37
65.635,554.18
60.077,815.31
63.616,426.62
59.524,898.07
62.885,375.04
63.625,730.48
61.528,937.45
63.297,312.9
66.824,490.56
64.402,974.21
66.027,245.54
70.218,409.65
67.713,341.97
65.42,441.26
64.974,541.18
70.477,796.43
67.998,924.26
69.137,57.472
72.776,326.5
74.163,119.57
73.292,190.72
75.591,1080.4
75.297,457.24
82.507,758.73
81.299,503.55
77.038,169.03
80.399,314.9
76.592,825.13
79.411,857.8
87.195,1065.3
81.867,1148
79.889,361.6
81.343,424.33
78.831,1020.5
84.989,780.63
83.752,265.01
85.095,386.97
83.955,1110.7
84.549,466.68
89.974,740.05
92.272,483.18
86.489,524.98
89.392,710
92.359,846.73
90.612,880.18
90.225,798.62
92.915,823.26
91.384,601.82
102.36,569.98
95.509,403.92
95.805,441.51
101.16,553.64
98.037,700.09
100.3,835.39
99.831,232.09
94.402,863.75
101.41,214.36
100.09,768.99
99.367,780.39
102.48,758.48
101.86,279.54
101.52,312.68
100.83,328.84
101,537.73
107.67,726.04
101,494.64
108.02,712.41
103.13,741.84
103.95,794.18
106.12,521.27
108.26,681.67
111.59,294.21
105.82,354.42
112.29,1066.5
123.41,504.11
115.74,666.19
112.3,447.72
111.18,919.57
113.31,478.28
118.18,561.44
120.02,607.08
112.84,1124.9
120.34,303.7
116.23,27.919
118.16,220.33
115.5,318.49
118.69,459.67
115.93,645.84
123.01,698.14
117.05,789.83
120.55,981.35
116.05,995.36
115.18,1041.9
116.08,1110.1
119.11,354.33
121.79,574.86
120.02,391.5
123.02,417.48
124.16,896.46
124.68,592.12
124.94,33.434
123.23,435.95
125.48,468.25
125.42,776.4
128.24,967.86
124.99,97.4
129.12,684.96
130.64,869.32
123.31,940.94
132.94,78.202
128.94,366
128.09,484.07
130.63,535.19
130.92,734.57
134.81,748.9
134.72,765.7
136.29,147.61
131.14,229.8
133.07,721.37
128.23,823.29
135.47,247.1
137.63,795.45
132.65,836.01
136.5,996.7
134.63,1017.1
138.97,668.31
140.2,410.54
138.83,707.79
135.38,937.54
137.88,577.49
136.36,466.5
141.34,48.156
141.72,334.13
139.66,443.3
136.36,522.45
138.08,605.11
138.83,849.39
143.72,486.85
141.12,502.38
148.58,361.56
147.28,455.11
144.6,391.88
144.12,817.93
145.14,954.61
148.77,322.31
149.82,299.96
146.04,915.6
147.97,649.76
151.67,678.4
145.81,1040.7
145.98,191.35
149,897.39
151.84,415.69
151.13,1000.5
151.7,2.646
150.79,216.03
151.37,436.82
151.88,465.91
148.74,768.45
151.93,724.26
149.44,1166
158.2,286.92
154.65,535.68
152.38,550
149.54,567.02
158.66,602.61
152.26,711.31
151.45,804.34
158.61,937.16
155.75,397.81
154.73,695.08
157.43,850.74
153.18,504.37
161.89,573.62
152.88,626
156.45,833.54
157.16,148.36
161.47,379.73
159.83,884.6
157.81,972.35
160.85,123.5
163.45,668.57
