7.8239,3.2375
4.8547,957.49
3.57,1038.9
2.8803,1175.7
3.654,1467.5
17.427,1023.4
17.776,44.236
15.644,294.36
15.618,993.62
19.598,29.154
14.212,1128.9
20.268,61.905
17.017,1454.4
19.528,1345.9
27.892,1218.2
28.845,1329
32.115,1382.4
28.93,1450.9
37.636,70.593
34.705,17.669
33.53,115.57
34.839,1424
38.49,1472.7
40.244,4.3401
38.259,287.07
44.918,927.1
44.96,41.542
50.82,20.754
50.386,53.01
45.036,1231.9
47.502,843.19
53.566,785.98
53.361,1265.2
52.413,1285.7
55.719,1344.4
57.928,5.8192
56.27,545.46
58.542,964.25
60.005,118.96
57.624,571.54
56.889,1190.3
61.626,86.588
62.162,1134.3
60.307,1378
61.299,1469
66.161,74.857
66.835,933.93
65.268,839.22
67.297,1077.2
66.591,1007.2
68.755,1024.4
73.456,29.501
78.759,5.5575
78.711,93.939
72.412,1366.6
80.195,152.8
80.262,1318.6
78.948,1487.6
82.607,110.55
81.144,706.36
85.201,930.04
83.459,993.68
87.785,1029.1
86.546,1389.6
87.335,1404.5
87.146,1497.6
88.856,64.434
90.636,50.866
87.726,844.57
89.082,1108.8
86.436,1242.7
87.759,1334.5
90.782,1376.4
89.985,1430.2
90.974,36.808
88.019,174.83
95.454,74.502
95.899,110.74
94.043,869.98
102.5,6.4204
99.045,89.451
100.03,1471.5
101.36,797
103.92,53.713
108.3,107.08
108.06,755.5
106.28,1118.4
108.81,1300.5
115.33,729.83
111.57,1483.5
116.12,324.64
118.44,39.168
126.28,109.21
121.97,135.31
118.72,1453.1
126.9,1101.4
126.6,75.039
126.88,320.8
137.2,17.778
130.6,52.86
137.93,139.41
135.25,872.61
144.06,4.1765
137.1,36.233
139.21,99.055
140.66,48.23
144.3,61.911
150.75,87.247
153.57,29.669
151.29,102.68
161.09,64.191
168.62,19.133
172.34,35.924
173.47,76.629
175.02,730.73
174.24,873.5
178.42,61.918
178.19,143.25
188.1,7.8628
184.58,119.18
185.96,75.341
189.15,52.054
193.79,25.526
193.6,110.94
198.6,144.59
192.76,95.527
194.92,743.64
197.85,73.821
207.27,48.773
214.81,2.7
208.36,271.4
211.02,640.45
214.23,90.928
216.58,142.28
222.26,12.728
224.31,34.947
219.94,70.566
219.18,186.76
221.85,634.58
225.74,60.351
223.81,169.25
230.2,48.374
230.67,79.025
226.38,235.23
225.35,787.63
232.44,91.173
233.78,145.81
240.9,57.185
248.1,112.67
246.75,76.091
248.17,90.559
247.23,140.71
248.63,354.31
251.17,27.425
248.21,873.18
255.47,127.06
257.53,366.61
256.67,39.592
255.29,101
258.48,197.18
268.71,63.805
266.68,101.89
270.79,76.993
272.58,41.327
274.1,5.9392
272.22,143.26
279.3,106.22
278.65,86.656
282.6,124.22
287.72,66.69
285.87,43.445
289.59,185.9
290.86,9.6543
299.6,83.351
298.64,108.47
309.75,99.866
306.68,26.224
308.94,125.03
311.49,62.341
315.24,19.771
314.96,82.352
319.36,52.012
315.23,141.79
324.03,38.189
326.45,77.841
326.55,95.86
334.61,112.54
327.93,27.436
323.25,671.2
331.66,65.369
331.51,161.55
334.44,133.69
334.7,188.62
337.82,90.495
341.88,38.4
342.24,69.062
347.07,274.95
347.3,56.79
345.98,688.67
352.46,46.299
352.92,115.62
357.8,89.845
363.83,63.393
358.91,74.393
361.76,148.24
372.51,112.18
369.08,134.48
374.35,190.7
378.22,44.506
376.87,78.238
388.59,123.61
390.84,104.91
398.33,86.775
398.55,139.91
396.09,750.23
397.19,66.677
400.98,119.51
400.33,212.96
401.21,202.58
409.9,58.354
410.46,128.02
409.26,96.623
420.36,82.261
426.9,99.106
423.27,135.12
421.76,174.97
432.2,153.84
432.61,50.891
437.91,112.58
439.46,658.97
443.95,148.21
445.17,86.964
444.04,124.3
450.06,102.85
454.88,139.7
452.76,70.275
457.28,124.94
469.81,57.138
465.1,91.126
468.24,103.71
468.67,140.18
475.6,120.27
482.12,152.26
479.38,606.29
485.69,78.929
486.08,94.951
492.14,61.526
492.49,133.91
498.75,147.02
498.23,75.097
497.3,96.833
502.76,52.711
510.07,114.55
503.18,512.44
510.24,86.444
512.01,99.897
518.07,65.18
517.92,142.79
514.19,50.171
525.9,33.579
529.01,79.354
523.95,114.73
535.65,47.026
533.74,99.632
530.56,355.86
540.37,118.03
546.15,96.156
545.47,155.07
550.47,56.325
549.82,27.301
548.78,576.53
555.43,109.49
555.87,37.883
559.14,85.605
565.77,52.6
567.09,304.75
565.04,559.21
568.73,38.923
569.07,23.729
572.78,79.057
584.41,21.377
585.09,80.505
584.69,592.15
589.56,126.34
595.91,74.298
595.1,18.59
599.05,35.215
605.33,49.694
607.68,70.732
607.96,110.42
621.64,25.683
612.77,34.199
618.95,99.23
622.65,11.411
616.36,242.19
620.8,80.64
624.75,48.35
627.76,243.49
627.58,229.25
629.17,395.67
642.98,87.915
636.83,177.09
645.08,4.9383
642.65,19.769
643.9,50.769
656.84,22.909
669.3,5.896
673.34,46.941
674.79,75.231
686.58,11.568
689.92,26.194
693.59,39.016
699.5,59.328
693.5,171.08
697.68,13.278
705.44,211.52
710.05,5.702
708.58,19.887
711.96,60.858
714.35,44.774
722.83,15.815
729.7,4.61
726.54,43.43
740.56,19.399
742.4,169.72
757.21,10.95
775.28,6.997
771.68,36.796
780.91,25.656
789.06,340.14
792.94,151.09
796.54,290.81
803.78,461.25
805.46,7.056
807.51,445.52
814.89,30.487
828.04,146.91
845.61,301.71
853.28,382.71
856.03,152.08
871.32,90.461
888.17,32.278
889.6,281.61
897.12,305.76
903.15,87.861
900.67,371.12
907.49,135.04
923.42,18.433
928.79,340.72
943.63,4.0189
955.07,24.316
996.26,321.65
1000.3,297.1
1017.7,134.73
1015.1,57.491
1018,68.527
1021.3,15.96
1021.9,79.38
1030.6,57.753
1051,35.266
1054.8,347.03
1059.1,296.3
1066.5,55.692
1080.4,71.874
1078.7,119.47
1086.2,247.45
1090.2,300.38
1101.8,308.16
1102.2,271.35
1110.1,64.791
1116.4,276.02
1119.6,148.05
1136.8,103.02
1147.9,20.049
1174.2,253.69
1197.6,119.26
1214.4,332.18
1221.7,312.69
1231.2,33.799
1233.4,337.59
1236.9,15.876
1238.5,122.07
1242.1,195.35
1269.6,274.68
1273.5,132.44
1289.5,141.31
1309.8,4.617
1319.7,83.875
1321.3,38.712
1330.4,195.55
1324.6,286.39
1339.5,68.904
1334.6,123.8
1340.6,28.976
1352.4,326.73
1352.6,358.74
1373.6,100.63
1376.8,347.1
1376.7,324.86
1388.2,239.14
1390.5,351.51
1399.4,112.51
1428.6,301.14
1425.7,96.618
1430.7,331.72
1429,346.09
1440.1,20.115
1447.1,251.7
1443.9,398.72
1448,108.17
1453.4,237.29
1450.4,51.602
1460,374.62
1463.4,30.74
1463.2,432.79
1481.3,72.689
1483.5,259.96
1482.2,168.49
1492.6,287.88
1495.6,79.931
